instance,orig_m,orig_n,red_m,red_n,m_red_pct,n_red_pct,method,strategy,lb_type,initial_ub_type,cost,time,nodes,status,error
scp56.txt,200,2000,40,124,80.0,93.8,bb,dfs,both,trivial,84.0,0.0330049991607666,253,success,
scp56.txt,200,2000,40,124,80.0,93.8,bb,best_first,sum_degree,greedy,84.0,0.023169755935668945,181,success,
scp56.txt,200,2000,40,124,80.0,93.8,bb,best_first,packing,greedy,84.0,0.09613895416259766,1497,success,
scp56.txt,200,2000,40,124,80.0,93.8,bb,best_first,both,greedy,84.0,0.03129887580871582,181,success,
scp56.txt,200,2000,40,124,80.0,93.8,bb,best_first,sum_degree,trivial,84.0,0.016684293746948242,264,success,
scp56.txt,200,2000,40,124,80.0,93.8,bb,best_first,packing,trivial,84.0,0.09384632110595703,3164,success,
scp56.txt,200,2000,40,124,80.0,93.8,bb,best_first,both,trivial,84.0,0.030745267868041992,264,success,
scp57.txt,200,2000,40,123,80.0,93.85,greedy,N/A,N/A,N/A,99.0,0.0014383792877197266,1,success,
scp57.txt,200,2000,40,123,80.0,93.85,bb,dfs,sum_degree,greedy,98.0,0.011814117431640625,92,success,
scp57.txt,200,2000,40,123,80.0,93.85,bb,dfs,packing,greedy,98.0,0.02207779884338379,205,success,
scp57.txt,200,2000,40,123,80.0,93.85,bb,dfs,both,greedy,98.0,0.01928853988647461,86,success,
scp57.txt,200,2000,40,123,80.0,93.85,bb,dfs,sum_degree,trivial,98.0,0.01210784912109375,108,success,
scp57.txt,200,2000,40,123,80.0,93.85,bb,dfs,packing,trivial,98.0,0.01920342445373535,221,success,
scp57.txt,200,2000,40,123,80.0,93.85,bb,dfs,both,trivial,98.0,0.018171310424804688,102,success,
scp57.txt,200,2000,40,123,80.0,93.85,bb,best_first,sum_degree,greedy,98.0,0.015999794006347656,58,success,
scp57.txt,200,2000,40,123,80.0,93.85,bb,best_first,packing,greedy,98.0,0.02485489845275879,130,success,
scp57.txt,200,2000,40,123,80.0,93.85,bb,best_first,both,greedy,98.0,0.01663970947265625,55,success,
scp57.txt,200,2000,40,123,80.0,93.85,bb,best_first,sum_degree,trivial,98.0,0.009959936141967773,100,success,
